original_smiles,augmented_smiles,augmentation_type,scaffold,split
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)C,c1n2CCS(=O)(=O)N(C)c3c2c(c1CC)cc(C(NC(C(O)C[NH2+]C1CC1)Cc1ccccc1)=O)c3,random_smiles,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)C,CCc1cn2c3c(cc(C(NC(C(C[NH2+]C4CC4)O)Cc4ccccc4)=O)cc31)N(C)S(=O)(=O)CC2,random_smiles,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)C,C1C([NH2+]CC(C(NC(c2cc3N(C)S(=O)(=O)CCn4c3c(c(CC)c4)c2)=O)Cc2ccccc2)O)C1,random_smiles,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)C,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CC4)cc13)N(C)S(=O)(=O)CC2,tautomer,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)C,CCc1cn2c3c(cc(C(O)=NC(Cc4ccccc4)C(O)C[NH2+]C4CC4)cc13)N(C)S(=O)(=O)CC2,tautomer,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)CC,S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)CC,original,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)CC,C(N1S(CCn2c3c1cc(cc3c(c2)CC)C(NC(Cc1ccccc1)C(C[NH2+]C1CC1)O)=O)(=O)=O)C,random_smiles,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)CC,C1CC1[NH2+]CC(C(Cc1ccccc1)NC(c1cc2c(cn3CCS(=O)(N(c(c1)c32)CC)=O)CC)=O)O,random_smiles,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)CC,C(c1ccccc1)C(NC(=O)c1cc2c(CC)cn3c2c(c1)N(CC)S(=O)(CC3)=O)C(C[NH2+]C1CC1)O,random_smiles,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)CC,c1c(cc2N(CC)S(=O)(CCn3cc(c1c32)CC)=O)C(NC(Cc1ccccc1)C(C[NH2+]C1CC1)O)=O,random_smiles,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)CC,C1CC1[NH2+]CC(C(Cc1ccccc1)NC(=O)c1cc2N(S(=O)(=O)CCn3c2c(c1)c(CC)c3)CC)O,random_smiles,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)CC,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CC4)cc13)N(CC)S(=O)(=O)CC2,tautomer,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)CC,CCc1cn2c3c(cc(C(O)=NC(Cc4ccccc4)C(O)C[NH2+]C4CC4)cc13)N(CC)S(=O)(=O)CC2,tautomer,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
Fc1ncccc1-c1cc(ccc1)[C@]1([NH+]=C(N2C1=NCCC2)N)c1ccc(OC(F)(F)F)cc1,Fc1ncccc1-c1cc(ccc1)[C@]1([NH+]=C(N2C1=NCCC2)N)c1ccc(OC(F)(F)F)cc1,original,C1=[NH+][C@](c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NCCCN12,train
Fc1ncccc1-c1cc(ccc1)[C@]1([NH+]=C(N2C1=NCCC2)N)c1ccc(OC(F)(F)F)cc1,O(c1ccc([C@@]2(c3cc(-c4c(F)nccc4)ccc3)C3=NCCCN3C(=[NH+]2)N)cc1)C(F)(F)F,random_smiles,C1=[NH+][C@](c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NCCCN12,train
Fc1ncccc1-c1cc(ccc1)[C@]1([NH+]=C(N2C1=NCCC2)N)c1ccc(OC(F)(F)F)cc1,N12C([C@@](c3ccc(cc3)OC(F)(F)F)(c3cc(-c4c(F)nccc4)ccc3)[NH+]=C2N)=NCCC1,random_smiles,C1=[NH+][C@](c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NCCCN12,train
Fc1ncccc1-c1cc(ccc1)[C@]1([NH+]=C(N2C1=NCCC2)N)c1ccc(OC(F)(F)F)cc1,c1ccc(-c2cccc(c2)[C@]2(c3ccc(cc3)OC(F)(F)F)C3=NCCCN3C(N)=[NH+]2)c(F)n1,random_smiles,C1=[NH+][C@](c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NCCCN12,train
Fc1ncccc1-c1cc(ccc1)[C@]1([NH+]=C(N2C1=NCCC2)N)c1ccc(OC(F)(F)F)cc1,C1CN=C2N(C1)C(N)=[NH+][C@]2(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1c(nccc1)F,random_smiles,C1=[NH+][C@](c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NCCCN12,train
Fc1ncccc1-c1cc(ccc1)[C@]1([NH+]=C(N2C1=NCCC2)N)c1ccc(OC(F)(F)F)cc1,N1=C2[C@@](c3cc(-c4c(nccc4)F)ccc3)([NH+]=C(N2CCC1)N)c1ccc(OC(F)(F)F)cc1,random_smiles,C1=[NH+][C@](c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NCCCN12,train
Fc1ncccc1-c1cc(ccc1)[C@]1([NH+]=C(N2C1=NCCC2)N)c1ccc(OC(F)(F)F)cc1,NC1=[NH+][C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCN21,tautomer,C1=[NH+][C@](c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NCCCN12,train
Fc1ccc(cc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,Fc1ccc(cc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,original,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
Fc1ccc(cc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,CN1C(=NC(c2cc(c(cc2)F)-c2cncnc2)(c2ccc(c(c2)C)OC)C1=O)N,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
Fc1ccc(cc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,CN1C(=O)C(c2ccc(c(c2)C)OC)(N=C1N)c1ccc(F)c(-c2cncnc2)c1,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
Fc1ccc(cc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,CN1C(=NC(c2ccc(OC)c(C)c2)(c2cc(-c3cncnc3)c(cc2)F)C1=O)N,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
Fc1ccc(cc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,c1c(cc(-c2cncnc2)c(c1)F)C1(c2ccc(c(c2)C)OC)C(=O)N(C(=N1)N)C,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
Fc1ccc(cc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,O=C1N(C(N)=NC1(c1cc(-c2cncnc2)c(cc1)F)c1ccc(OC)c(c1)C)C,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
Fc1ccc(cc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,COc1ccc(C2(c3ccc(F)c(-c4cncnc4)c3)NC(=N)N(C)C2=O)cc1C,tautomer,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
Fc1ccc(cc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,COc1ccc(C2(c3ccc(F)c(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1C,tautomer,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,original,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cccnc2)c1,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,C1(N)N(C)C(=O)C(c2ccc(OC)c(C)c2)(N=1)c1cc(ccc1)-c1cccnc1F,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cccnc2)c1,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,O(C)c1ccc(C2(c3cccc(c3)-c3c(F)nccc3)C(N(C)C(=N2)N)=O)cc1C,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cccnc2)c1,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,C1(N(C)C(=O)C(c2cc(C)c(cc2)OC)(N=1)c1cccc(-c2cccnc2F)c1)N,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cccnc2)c1,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,c1ccc(cc1-c1cccnc1F)C1(N=C(N(C)C1=O)N)c1cc(c(cc1)OC)C,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cccnc2)c1,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,NC1N(C)C(C(c2ccc(OC)c(C)c2)(N=1)c1cccc(c1)-c1cccnc1F)=O,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cccnc2)c1,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,COc1ccc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C,tautomer,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cccnc2)c1,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,COc1ccc(C2(c3cccc(-c4cccnc4F)c3)NC(=N)N(C)C2=O)cc1C,tautomer,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cccnc2)c1,val
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1oc(cc1)C([NH3+])(Cc1ccccc1)C)C,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1oc(cc1)C([NH3+])(Cc1ccccc1)C)C,original,O=C(NCc1ccccc1)c1cccc(-c2ccc(CCc3ccccc3)o2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1oc(cc1)C([NH3+])(Cc1ccccc1)C)C,c1c(cc(cc1N(S(=O)(=O)C)C)C(NC(C)c1ccc(F)cc1)=O)-c1ccc(o1)C(C)([NH3+])Cc1ccccc1,random_smiles,O=C(NCc1ccccc1)c1cccc(-c2ccc(CCc3ccccc3)o2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1oc(cc1)C([NH3+])(Cc1ccccc1)C)C,C(c1ccc(o1)-c1cc(N(C)S(=O)(=O)C)cc(c1)C(=O)NC(C)c1ccc(F)cc1)(C)(Cc1ccccc1)[NH3+],random_smiles,O=C(NCc1ccccc1)c1cccc(-c2ccc(CCc3ccccc3)o2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1oc(cc1)C([NH3+])(Cc1ccccc1)C)C,o1c(C([NH3+])(C)Cc2ccccc2)ccc1-c1cc(C(NC(C)c2ccc(F)cc2)=O)cc(c1)N(S(=O)(=O)C)C,random_smiles,O=C(NCc1ccccc1)c1cccc(-c2ccc(CCc3ccccc3)o2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1oc(cc1)C([NH3+])(Cc1ccccc1)C)C,CC([NH3+])(Cc1ccccc1)c1ccc(o1)-c1cc(C(NC(C)c2ccc(cc2)F)=O)cc(N(S(=O)(=O)C)C)c1,random_smiles,O=C(NCc1ccccc1)c1cccc(-c2ccc(CCc3ccccc3)o2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1oc(cc1)C([NH3+])(Cc1ccccc1)C)C,c1c(C(NC(c2cc(cc(c2)-c2oc(C(Cc3ccccc3)(C)[NH3+])cc2)N(C)S(=O)(C)=O)=O)C)ccc(c1)F,random_smiles,O=C(NCc1ccccc1)c1cccc(-c2ccc(CCc3ccccc3)o2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1oc(cc1)C([NH3+])(Cc1ccccc1)C)C,CC(N=C(O)c1cc(-c2ccc(C(C)([NH3+])Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,tautomer,O=C(NCc1ccccc1)c1cccc(-c2ccc(CCc3ccccc3)o2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1oc(cc1)C([NH3+])(Cc1ccccc1)C)C,CC(NC(=O)c1cc(-c2ccc(C(C)([NH3+])Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,tautomer,O=C(NCc1ccccc1)c1cccc(-c2ccc(CCc3ccccc3)o2)c1,train
S(=O)(=O)(N(c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C(C(=O)NC1CCCCC1)C)c1ccc(cc1)C(F)(F)F)C,S(=O)(=O)(N(c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C(C(=O)NC1CCCCC1)C)c1ccc(cc1)C(F)(F)F)C,original,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C(C(=O)NC1CCCCC1)C)c1ccc(cc1)C(F)(F)F)C,c1c(CC(NC(=O)c2cc(N(S(C)(=O)=O)c3ccc(cc3)C(F)(F)F)ccc2)C(C[NH2+]C(C)C(NC2CCCCC2)=O)O)cccc1,random_smiles,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C(C(=O)NC1CCCCC1)C)c1ccc(cc1)C(F)(F)F)C,C(C(NC1CCCCC1)=O)([NH2+]CC(C(Cc1ccccc1)NC(c1cccc(c1)N(S(C)(=O)=O)c1ccc(C(F)(F)F)cc1)=O)O)C,random_smiles,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C(C(=O)NC1CCCCC1)C)c1ccc(cc1)C(F)(F)F)C,c1(CC(C(O)C[NH2+]C(C(NC2CCCCC2)=O)C)NC(=O)c2cc(ccc2)N(c2ccc(cc2)C(F)(F)F)S(=O)(=O)C)ccccc1,random_smiles,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C(C(=O)NC1CCCCC1)C)c1ccc(cc1)C(F)(F)F)C,c1cc(cc(C(=O)NC(C(C[NH2+]C(C(NC2CCCCC2)=O)C)O)Cc2ccccc2)c1)N(S(=O)(C)=O)c1ccc(cc1)C(F)(F)F,random_smiles,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C(C(=O)NC1CCCCC1)C)c1ccc(cc1)C(F)(F)F)C,c1(N(c2ccc(cc2)C(F)(F)F)S(=O)(=O)C)cc(C(NC(Cc2ccccc2)C(C[NH2+]C(C(NC2CCCCC2)=O)C)O)=O)ccc1,random_smiles,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C(C(=O)NC1CCCCC1)C)c1ccc(cc1)C(F)(F)F)C,CC([NH2+]CC(O)C(Cc1ccccc1)N=C(O)c1cccc(N(c2ccc(C(F)(F)F)cc2)S(C)(=O)=O)c1)=C(O)NC1CCCCC1,tautomer,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C(C(=O)NC1CCCCC1)C)c1ccc(cc1)C(F)(F)F)C,CC([NH2+]CC(O)C(Cc1ccccc1)N=C(O)c1cccc(N(c2ccc(C(F)(F)F)cc2)S(C)(=O)=O)c1)C(O)=NC1CCCCC1,tautomer,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
S(=O)(=O)(N(c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C(C(=O)NC1CCCCC1)C)c1ccc(cc1)C(F)(F)F)C,CC([NH2+]CC(O)C(Cc1ccccc1)N=C(O)c1cccc(N(c2ccc(C(F)(F)F)cc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,tautomer,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)/C(/F)=C\C1CC1,FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)/C(/F)=C\C1CC1,original,O=C1NC=N[C@]1(c1ccccc1)c1cccc(/C=C\C2CC2)c1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)/C(/F)=C\C1CC1,N1[C@@](C(N(C=1N)C)=O)(c1cccc(c1)/C(F)=C\C1CC1)c1ccc(OC(F)F)cc1,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(/C=C\C2CC2)c1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)/C(/F)=C\C1CC1,N1(C)C(N)=N[C@@](C1=O)(c1cc(/C(=C\C2CC2)F)ccc1)c1ccc(OC(F)F)cc1,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(/C=C\C2CC2)c1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)/C(/F)=C\C1CC1,CN1C(=O)[C@@](c2cc(ccc2)/C(F)=C\C2CC2)(N=C1N)c1ccc(OC(F)F)cc1,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(/C=C\C2CC2)c1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)/C(/F)=C\C1CC1,c1(ccc(OC(F)F)cc1)[C@@]1(c2cc(ccc2)/C(=C\C2CC2)F)C(=O)N(C(N)=N1)C,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(/C=C\C2CC2)c1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)/C(/F)=C\C1CC1,c1c(ccc(OC(F)F)c1)[C@]1(C(N(C(N)=N1)C)=O)c1cccc(/C(F)=C\C2CC2)c1,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(/C=C\C2CC2)c1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)/C(/F)=C\C1CC1,CN1C(=N)N[C@](c2ccc(OC(F)F)cc2)(c2cccc(/C(F)=C\C3CC3)c2)C1=O,tautomer,O=C1NC=N[C@]1(c1ccccc1)c1cccc(/C=C\C2CC2)c1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)/C(/F)=C\C1CC1,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(/C(F)=C\C3CC3)c2)N=C1N,tautomer,O=C1NC=N[C@]1(c1ccccc1)c1cccc(/C=C\C2CC2)c1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\COC,FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\COC,original,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\COC,c1(ccc(OC(F)F)cc1)[C@]1(C(N(C(N)=N1)C)=O)c1cc(ccc1)/C=C/COC,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\COC,c1cc([C@]2(c3cc(ccc3)/C=C/COC)N=C(N)N(C2=O)C)ccc1OC(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\COC,N1=C(N(C([C@@]1(c1ccc(OC(F)F)cc1)c1cccc(/C=C/COC)c1)=O)C)N,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\COC,FC(Oc1ccc(cc1)[C@@]1(N=C(N(C)C1=O)N)c1cc(ccc1)/C=C/COC)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\COC,c1(cc(ccc1)[C@@]1(C(N(C)C(N)=N1)=O)c1ccc(OC(F)F)cc1)/C=C/COC,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\COC,COC/C=C/c1cccc([C@@]2(c3ccc(OC(F)F)cc3)NC(=N)N(C)C2=O)c1,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\COC,COC/C=C/c1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\CCOC,FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\CCOC,original,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\CCOC,c1(cccc(c1)[C@@]1(c2ccc(OC(F)F)cc2)N=C(N(C)C1=O)N)/C=C/CCOC,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\CCOC,c1c([C@@]2(c3cc(/C=C/CCOC)ccc3)C(=O)N(C)C(N)=N2)ccc(OC(F)F)c1,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\CCOC,c1(cccc(c1)[C@@]1(C(N(C(N)=N1)C)=O)c1ccc(cc1)OC(F)F)/C=C/CCOC,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\CCOC,COCC/C=C/c1cccc(c1)[C@@]1(c2ccc(cc2)OC(F)F)N=C(N(C)C1=O)N,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\CCOC,C(=C/c1cc([C@@]2(C(=O)N(C)C(=N2)N)c2ccc(cc2)OC(F)F)ccc1)\CCOC,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
